index,BATHRM,HF_BATHRM,AC,ROOMS,BEDRM,SALEDATE,KITCHENS,FIREPLACES,LANDAREA,LONGITUDE,LATITUDE,QUADRANT,PRICE,ZIPCODE,WARD
48856,1,1,Y,7,3,2001,1,0,1830,-76.93951605,38.88900292,SE,127100,20019,7
48857,2,2,Y,7,3,2005,1,0,1853,-76.93958086,38.88896449,SE,221000,20019,7
48858,2,0,Y,6,2,2007,1,0,3340,-76.94369235,38.88440938,SE,255000,20019,7
48859,2,0,Y,6,3,2015,1,0,3289,-76.94359829,38.88428808,SE,335000,20019,7
48860,2,0,N,7,4,2007,2,0,3256,-76.94302483,38.88305186,SE,305000,20019,7
48861,2,0,N,7,3,2001,1,0,3269,-76.94297721,38.88279557,SE,7716,20019,7
48862,2,0,Y,9,4,2011,2,0,3269,-76.94289103,38.88260533,SE,135000,20019,7
48863,2,0,Y,5,2,2014,1,1,1318,-76.96428888,38.87628481,SE,190000,20019,7
48864,1,1,Y,5,2,1994,1,1,2067,-76.96441424,38.87634575,SE,103000,20019,7
48865,1,0,N,5,2,2004,1,0,1496,-76.96423738,38.87649001,SE,87000,20019,7
48866,2,0,N,7,3,2013,1,0,1700,-76.96156148,38.87659158,SE,195000,20019,7
48867,1,0,N,5,2,2004,1,0,1700,-76.96154472,38.8764669,SE,220000,20019,7
48868,2,0,Y,5,3,2016,1,0,1700,-76.96153246,38.87634213,SE,310000,20019,7
48869,2,0,Y,7,3,2017,1,1,1700,-76.96151113,38.87613664,SE,317000,20019,7
48870,1,0,Y,6,3,2007,1,0,3014,-76.96184982,38.87615054,SE,270000,20019,7
48871,1,0,Y,6,3,2018,1,0,1697,-76.96190997,38.87616443,SE,192000,20019,7
48872,2,1,Y,7,4,2009,1,1,6204,-76.95192005,38.87075831,SE,330000,20020,7
48873,2,2,Y,7,3,2000,1,1,5046,-76.95189992,38.87104874,SE,139000,20020,7
48874,2,1,Y,6,3,1995,1,1,5045,-76.95194742,38.87135495,SE,143750,20020,7
48875,2,1,Y,6,3,2015,1,1,5045,-76.95198098,38.87149415,SE,382000,20020,7
48876,2,1,Y,6,3,2016,1,1,5954,-76.95153232,38.87020161,SE,520000,20020,7
48877,2,1,Y,6,3,2017,1,1,5195,-76.95190897,38.87061318,SE,178000,20020,7
48878,3,1,Y,8,3,2009,1,2,5634,-76.95175264,38.87020594,SE,389900,20020,7
48879,2,1,Y,10,4,2009,1,2,6604,-76.95194737,38.87023665,SE,439000,20020,7
48880,2,1,Y,7,3,2011,1,1,9372,-76.95195975,38.87187204,SE,316000,20020,7
48881,2,1,Y,7,3,2011,1,2,5128,-76.95002421,38.87305502,SE,245000,20019,7
48882,3,0,Y,7,3,2015,1,0,5000,-76.94985787,38.87297532,SE,425000,20019,7
48883,3,0,Y,7,4,2017,1,0,5000,-76.94961375,38.87287324,SE,447000,20019,7
48884,2,0,Y,7,4,2000,1,0,5000,-76.94930777,38.87274708,SE,155000,20019,7
48885,2,1,Y,8,3,1999,1,1,8029,-76.95060839,38.87300699,SE,185000,20019,7
48886,2,1,Y,6,3,1998,1,1,6759,-76.95080476,38.8730086,SE,175000,20019,7
48887,2,0,N,7,3,2000,1,0,2046,-76.96804144,38.87346375,SE,105000,20020,7
48888,2,0,N,7,3,2015,1,0,2403,-76.96803213,38.87341807,SE,285000,20020,7
48889,2,0,N,7,3,1999,1,0,3007,-76.96875135,38.87391202,SE,106450,20020,7
48890,1,1,Y,8,3,2016,1,0,1276,-76.9474125,38.86610938,SE,265000,20020,7
48891,1,1,Y,7,3,2007,1,0,2106,-76.94742022,38.86641991,SE,274900,20020,7
48892,2,0,Y,7,3,2008,1,0,2106,-76.94733973,38.86650473,SE,175000,20020,7
48893,2,0,Y,7,3,2017,1,0,1280,-76.94717251,38.86669383,SE,314000,20020,7
48894,1,1,Y,7,3,1996,1,0,2106,-76.94714149,38.86672913,SE,87000,20020,7
48895,1,1,Y,7,3,2014,1,0,2106,-76.94709049,38.86682225,SE,213610,20020,7
48896,1,0,N,7,3,1995,1,0,1280,-76.94705416,38.86685746,SE,94500,20020,7
48897,2,1,Y,6,4,2017,1,0,1747,-76.94700714,38.86641035,SE,355000,20020,7
48898,1,0,N,6,3,2013,1,0,2878,-76.94700493,38.86627748,SE,200000,20020,7
48899,3,0,Y,8,4,2010,1,2,5250,-76.9490955,38.86499543,SE,399900,20020,7
48900,2,0,N,8,3,2018,1,2,5250,-76.94923878,38.86506855,SE,465000,20020,7
48901,3,0,Y,8,5,2015,2,3,5250,-76.94939857,38.86511564,SE,292500,20020,7
48902,2,0,Y,6,3,2018,1,0,2875,-76.94916206,38.86552668,SE,260249,20020,7
48903,2,0,Y,6,3,2018,1,0,2875,-76.9491047,38.86550315,SE,386000,20020,7
48904,2,1,Y,7,3,1999,1,0,2875,-76.94894838,38.86543966,SE,109500,20020,7
48905,2,1,Y,7,3,2010,1,0,1500,-76.94848792,38.88638263,SE,235000,20019,7
48906,2,1,Y,7,3,2004,1,0,1875,-76.94842536,38.88634306,SE,133000,20019,7
48907,2,0,Y,8,4,2014,1,0,5353,-76.94632303,38.88587271,SE,51700,20019,7
48908,2,0,Y,8,4,2018,1,0,5098,-76.94628364,38.88583332,SE,200000,20019,7
48909,2,1,Y,7,3,2004,1,0,2150,-76.94932029,38.88691377,SE,137500,20019,7
48910,1,1,Y,7,3,2013,1,0,3031,-76.93966392,38.8888822,SE,228000,20019,7
48911,1,0,Y,4,3,2002,1,0,7159,-76.95381841,38.88592886,SE,170000,20019,7
48912,1,0,N,4,1,2004,1,0,6292,-76.95376575,38.88607765,SE,191300,20019,7
48913,1,1,N,6,2,2018,1,0,6431,-76.95368173,38.88642985,SE,258000,20019,7
48914,3,1,Y,8,3,2001,1,1,4615,-76.95382277,38.88826996,SE,185275,20019,7
48915,2,1,Y,9,3,2002,1,0,3847,-76.95375114,38.88835298,SE,163000,20019,7
48916,2,1,Y,8,4,2002,1,0,4753,-76.95366761,38.88847745,SE,183045,20019,7
48917,2,1,Y,8,3,2000,1,0,4361,-76.95359802,38.88859858,SE,134500,20019,7
48918,2,1,Y,8,3,2001,1,0,4361,-76.9533756,38.88889748,SE,162350,20019,7
48919,2,1,Y,11,4,2017,1,0,5926,-76.9532024,38.88917865,SE,270000,20019,7
48920,2,1,Y,9,3,2001,1,0,4151,-76.95304714,38.88918355,SE,187700,20019,7
48921,2,1,Y,7,3,2002,1,0,7403,-76.95288243,38.88918537,SE,175200,20019,7
48922,1,0,Y,5,3,2007,1,0,2200,-76.94073248,38.88298558,SE,232000,20019,7
48923,2,1,N,7,3,2010,1,1,2625,-76.94073748,38.88195566,SE,164000,20019,7
48924,1,0,N,7,3,2006,1,0,1905,-76.94090967,38.88195529,SE,208000,20019,7
48925,2,0,Y,6,3,2013,1,0,1905,-76.94114952,38.88194605,SE,189000,20019,7
48926,1,0,Y,6,3,2004,1,0,1905,-76.94126638,38.88195169,SE,140500,20019,7
48927,1,0,N,7,3,2018,1,0,2432,-76.94073001,38.88220483,SE,250000,20019,7
48928,2,0,Y,7,3,2018,1,0,4199,-76.94150823,38.88286734,SE,330000,20019,7
48929,1,0,N,7,3,2006,1,0,4464,-76.94154227,38.88282411,SE,280000,20019,7
48930,2,0,Y,6,3,2006,1,0,4006,-76.94171452,38.88274943,SE,310000,20019,7
48931,1,1,N,7,2,1998,1,0,1120,-76.98542997,38.86899715,SE,87427,20020,8
48932,2,0,Y,6,2,2017,1,0,1120,-76.98548747,38.86899671,SE,399999,20020,8
48933,1,1,N,8,3,2005,1,0,1120,-76.98554428,38.86900059,SE,263000,20020,8
48934,1,0,N,6,3,1993,1,0,2372,-76.94610212,38.86597861,SE,91500,20020,7
48935,1,0,N,5,3,1996,1,0,2372,-76.94609835,38.86593546,SE,96645,20020,7
48936,1,1,Y,5,3,2017,1,0,2372,-76.94610751,38.8658579,SE,336000,20020,7
48937,2,0,Y,6,3,2006,1,0,2372,-76.94610904,38.8658143,SE,265000,20020,7
48938,2,0,Y,5,3,2013,1,0,2372,-76.946099,38.86568953,SE,245000,20020,7
48939,1,0,Y,5,3,2018,1,0,2372,-76.94610885,38.86561612,SE,275000,20020,7
48940,1,0,N,7,3,2018,1,0,2372,-76.9461026,38.86549135,SE,215000,20020,7
48941,1,0,N,7,3,2010,1,0,2494,-76.94603594,38.8649573,SE,175000,20020,7
48942,2,1,Y,5,3,2012,1,0,2507,-76.94598782,38.86475864,SE,245000,20020,7
48943,1,0,Y,5,3,2003,1,0,4493,-76.94608444,38.86726312,SE,142000,20020,7
48944,2,0,N,7,3,2012,1,1,5500,-76.9540323,38.8675501,SE,324000,20020,7
48945,2,1,Y,6,2,2004,1,1,5500,-76.95388346,38.86748914,SE,286000,20020,7
48946,1,0,Y,5,2,2005,1,0,2054,-76.96255412,38.87650858,SE,196500,20019,7
48947,2,0,Y,5,2,2010,1,0,1223,-76.96259651,38.87653733,SE,186000,20019,7
48948,1,0,Y,5,2,2006,1,0,1655,-76.96270998,38.87663934,SE,152000,20019,7
48949,1,1,Y,5,2,2010,1,0,1086,-76.96286457,38.87676956,SE,220000,20019,7
48950,1,0,Y,7,3,2002,1,0,2106,-76.94804525,38.86780154,SE,51300,20020,7
48951,2,0,Y,10,4,2015,2,0,2152,-76.94938523,38.86702308,SE,315000,20020,7
48952,1,1,Y,8,3,2002,1,0,3078,-76.94931154,38.86710376,SE,165000,20020,7
48953,2,1,Y,10,3,2017,1,0,3078,-76.94914516,38.86725035,SE,365000,20020,7
48954,2,0,N,8,3,2016,1,0,3078,-76.94894299,38.86750114,SE,219243,20020,7
48955,2,0,Y,6,3,2015,1,0,1938,-76.94891818,38.86754509,SE,260000,20020,7
48956,1,1,Y,7,3,2005,1,0,3078,-76.94873794,38.8677341,SE,250000,20020,7
48957,1,1,Y,7,3,2018,1,0,1938,-76.94862966,38.86785413,SE,242005,20020,7
48958,2,0,N,7,3,2015,1,0,3078,-76.94845597,38.86805612,SE,290000,20020,7
48959,1,1,Y,7,3,2014,1,1,3078,-76.94834899,38.86813129,SE,270000,20020,7
48960,2,1,Y,7,3,2004,1,0,1544,-76.94937957,38.88687182,SE,134390,20019,7
48961,2,1,Y,7,3,2004,1,0,1545,-76.94943054,38.88683634,SE,132500,20019,7
48962,1,2,Y,7,3,2005,1,0,1545,-76.94947459,38.88680177,SE,169180,20019,7
48963,1,1,Y,7,3,2004,1,0,1545,-76.94952694,38.88676639,SE,130375,20019,7
48964,1,1,Y,7,3,2004,1,0,1545,-76.94958644,38.88672831,SE,124984,20019,7
48965,2,1,Y,6,3,2004,1,0,1583,-76.9496441,38.88669221,SE,130180,20019,7
48966,1,1,Y,7,3,2005,1,0,1408,-76.94976572,38.88682991,SE,182000,20019,7
48967,2,1,Y,6,3,2017,1,0,1580,-76.94985326,38.88724389,SE,334000,20019,7
48968,2,1,Y,6,3,2018,1,0,1975,-76.94979156,38.88728341,SE,340000,20019,7
48969,2,1,Y,6,3,2004,1,0,1850,-76.94943695,38.88722479,SE,124180,20019,7
48970,1,0,Y,6,2,2014,1,0,2028,-76.94148334,38.88160273,SE,152500,20019,7
48971,1,0,Y,6,3,2013,1,0,1876,-76.9413235,38.88158706,SE,196500,20019,7
48972,2,0,Y,5,3,2010,1,0,1823,-76.94122773,38.88157512,SE,207000,20019,7
48973,1,0,N,6,2,2016,1,0,1827,-76.94117114,38.8815759,SE,196000,20019,7
48974,1,1,Y,5,2,2002,1,0,1832,-76.94107837,38.88157604,SE,102000,20019,7
48975,1,0,N,7,3,2017,1,0,3618,-76.94176065,38.88271297,SE,195000,20019,7
48976,1,0,Y,7,3,2005,1,0,3469,-76.94201303,38.88246824,SE,195000,20019,7
48977,1,0,Y,7,3,2018,1,0,3903,-76.94203807,38.88242547,SE,210700,20019,7
48978,1,0,Y,7,3,2006,1,0,4506,-76.94209453,38.88229794,SE,250000,20019,7
48979,2,0,Y,9,4,2009,1,0,4239,-76.94217858,38.882127,SE,245000,20019,7
48980,2,0,Y,8,3,2016,1,0,2911,-76.94211926,38.88207832,SE,315000,20019,7
48981,2,0,Y,7,3,2017,1,0,2418,-76.94210689,38.88198229,SE,359500,20019,7
48982,2,0,Y,9,3,2018,1,0,2479,-76.94256196,38.88206377,SE,275000,20019,7
48983,2,0,Y,7,3,2017,1,0,3125,-76.94260607,38.88209874,SE,165000,20019,7
48984,2,0,Y,7,3,2016,1,0,1840,-76.94144411,38.88193557,SE,345000,20019,7
48985,1,1,Y,6,3,2002,1,0,1711,-76.94150473,38.88193551,SE,110000,20019,7
48986,1,0,Y,7,3,2003,1,0,2396,-76.94162492,38.88196133,SE,149900,20019,7
48987,1,1,Y,7,3,1995,1,0,2423,-76.94164321,38.88214556,SE,77900,20019,7
48988,1,0,Y,5,2,2009,1,1,1575,-76.96417537,38.87857102,SE,180000,20019,7
48989,1,1,N,6,3,2011,1,0,1875,-76.9641357,38.87861332,SE,65000,20019,7
48990,3,1,Y,8,4,2018,1,0,4221,-76.9645034,38.87897391,SE,599000,20019,7
48991,4,0,Y,11,4,2017,1,0,6273,-76.9645272,38.87885807,SE,615000,20019,7
48992,1,1,Y,7,3,2002,1,0,1985,-76.96288221,38.87896617,SE,156500,20019,7
48993,4,0,N,16,4,2001,2,0,2250,-76.96278392,38.88003336,SE,94000,20019,7
48994,2,0,Y,6,3,2016,1,0,5624,-76.96309525,38.87215976,SE,239000,20020,7
48995,2,0,Y,7,4,2016,1,0,5245,-76.96326695,38.87216252,SE,365000,20020,7
48996,2,0,Y,7,4,2003,1,0,5000,-76.9636327,38.87218317,SE,175000,20020,7
48997,2,0,Y,7,4,2005,1,0,5000,-76.96415876,38.87217784,SE,335000,20020,7
48998,2,1,Y,9,4,2007,1,0,5000,-76.96434753,38.87216763,SE,399000,20020,7
48999,3,0,Y,8,4,2014,1,0,9432,-76.96449397,38.87245045,SE,485000,20020,7
49000,3,0,Y,8,2,2014,1,0,5007,-76.96453169,38.87260613,SE,376000,20020,7
49001,3,0,Y,8,2,2011,1,0,5102,-76.96416804,38.87275691,SE,323500,20020,7
49002,2,1,Y,10,5,2016,1,1,5726,-76.96239063,38.87248898,SE,435000,20020,7
49003,1,1,Y,6,3,2004,1,2,5646,-76.96119559,38.87211582,SE,399000,20020,7
49004,2,2,Y,6,4,2012,1,2,5553,-76.96133638,38.87216487,SE,360000,20020,7
49005,2,1,Y,10,3,2003,1,1,5400,-76.96166269,38.87225795,SE,332000,20020,7
49006,1,1,Y,6,3,1997,1,1,5712,-76.96220143,38.87246387,SE,135000,20020,7
49007,2,1,Y,6,3,2009,1,1,7415,-76.96360812,38.87271394,SE,303000,20020,7
49008,1,1,N,7,3,1997,1,0,1938,-76.94833869,38.86818263,SE,75000,20020,7
49009,2,0,Y,6,3,2015,1,0,3078,-76.94831182,38.86821928,SE,285000,20020,7
49010,2,0,Y,6,3,1996,1,0,3458,-76.94821934,38.86830708,SE,125000,20020,7
49011,2,0,N,6,3,2012,2,0,2316,-76.95881263,38.88664518,SE,104000,20019,7
49012,2,1,Y,6,4,2018,1,0,2316,-76.95870394,38.88664496,SE,399999,20019,7
49013,2,0,N,8,4,1997,1,0,2316,-76.95864435,38.88664494,SE,92000,20019,7
49014,2,0,Y,7,3,1996,1,0,2316,-76.95853555,38.886644,SE,89500,20019,7
49015,2,0,N,7,3,2001,1,0,2316,-76.95847413,38.88662614,SE,129000,20019,7
49016,2,0,N,6,3,2004,2,0,2316,-76.95836715,38.88664367,SE,140000,20019,7
49017,2,0,N,6,3,2017,2,0,2316,-76.9583063,38.88664383,SE,130000,20019,7
49018,2,0,Y,6,3,1997,1,0,1689,-76.95813215,38.88662494,SE,69000,20019,7
49019,2,0,Y,6,3,2013,1,0,2493,-76.95800871,38.88662525,SE,200000,20019,7
49020,2,0,Y,6,3,2006,1,0,1689,-76.95776286,38.8866248,SE,269000,20019,7
49021,3,0,Y,6,3,2016,1,0,2494,-76.95849741,38.88622131,SE,188000,20019,7
49022,2,0,N,6,3,2018,1,0,1689,-76.95807026,38.88622098,SE,130000,20019,7
49023,2,1,Y,6,3,2006,1,0,2494,-76.95800802,38.88622366,SE,270000,20019,7
49024,2,0,Y,8,3,2012,1,0,2494,-76.95788757,38.88622236,SE,199900,20019,7
49025,2,0,N,8,2,2017,2,0,2171,-76.96028523,38.88535956,SE,180000,20019,7
49026,2,0,N,5,2,2007,1,0,1836,-76.9410197,38.88157475,SE,208000,20019,7
49027,1,1,Y,6,2,2002,1,0,1844,-76.94086951,38.88159521,SE,115500,20019,7
49028,1,1,N,6,2,2012,1,0,2721,-76.94072074,38.88157387,SE,177000,20019,7
49029,1,0,Y,6,2,1993,1,0,2991,-76.94073971,38.88052125,SE,84000,20019,7
49030,1,0,Y,7,3,2006,1,0,1616,-76.94106853,38.88065249,SE,273000,20019,7
49031,1,0,Y,6,2,2015,1,0,1595,-76.94117202,38.88065741,SE,140000,20019,7
49032,2,0,Y,5,3,2015,1,0,2071,-76.941373,38.88067868,SE,235000,20019,7
49033,1,1,N,6,2,2009,1,0,2256,-76.94143074,38.8806797,SE,147000,20019,7
49034,2,0,Y,6,2,2015,1,0,3913,-76.94270854,38.88065898,SE,272900,20019,7
49035,1,1,Y,5,2,2005,1,0,2819,-76.94289356,38.88060646,SE,250000,20019,7
49036,1,0,N,5,2,2011,1,0,2455,-76.94294348,38.88058262,SE,126000,20019,7
49037,1,0,Y,6,2,2001,1,0,2791,-76.94319855,38.88041482,SE,82889,20019,7
49038,2,0,Y,5,2,2016,1,0,2157,-76.94324889,38.88044791,SE,290000,20019,7
49039,2,0,Y,6,2,2007,1,0,2099,-76.9432826,38.88051486,SE,250000,20019,7
49040,1,0,Y,5,2,2002,1,0,2096,-76.94330734,38.8805618,SE,105000,20019,7
49041,1,1,Y,6,2,2006,1,0,2148,-76.94335569,38.88063236,SE,235000,20019,7
49042,1,0,Y,6,3,2016,1,0,2223,-76.94340251,38.88074526,SE,205000,20019,7
49043,1,0,N,4,2,2008,1,0,5790,-76.95816722,38.88420503,SE,80000,20019,7
49044,1,0,N,6,3,1999,1,0,3860,-76.95928509,38.8842111,SE,114000,20019,7
49045,1,1,N,6,2,2005,1,0,3920,-76.95820075,38.88304827,SE,225000,20019,7
49046,2,1,Y,7,3,2011,1,0,1875,-76.96248522,38.87931944,SE,200000,20019,7
49047,1,0,Y,6,3,1992,1,0,2812,-76.9628612,38.87968449,SE,52000,20019,7
49048,2,0,Y,6,3,2012,1,1,5625,-76.96250456,38.87958718,SE,270000,20019,7
49049,1,2,Y,6,2,2013,1,0,3241,-76.96170584,38.87881553,SE,249900,20019,7
49050,1,1,Y,6,2,2013,1,0,2845,-76.96178248,38.87880619,SE,158400,20019,7
49051,1,0,N,5,2,2016,1,0,1909,-76.96190263,38.8793718,SE,240000,20019,7
49052,1,0,N,6,2,2005,1,0,1875,-76.96190263,38.8793718,SE,136500,20019,7
49053,2,0,Y,7,2,2015,1,0,1875,-76.96171631,38.87927307,SE,348000,20019,7
49054,1,1,Y,6,3,2017,1,1,3600,-76.96196761,38.88003211,SE,300000,20019,7
49055,1,1,Y,7,4,1994,1,1,4500,-76.95566649,38.87476214,SE,155000,20019,7
49056,3,0,Y,7,6,2016,2,1,4500,-76.95583555,38.87476166,SE,475000,20019,7
49057,2,1,Y,8,4,2005,1,1,4500,-76.95637315,38.8747634,SE,395000,20019,7
49058,2,1,Y,9,4,2014,1,2,5200,-76.95631707,38.87506939,SE,335000,20019,7
49059,1,1,Y,7,4,2000,1,1,5200,-76.95635479,38.87520498,SE,179000,20019,7
49060,2,0,Y,5,3,2014,1,2,5110,-76.95635401,38.87534984,SE,377400,20019,7
49061,2,0,Y,5,4,2008,1,0,5000,-76.95711517,38.87480376,SE,320000,20019,7
49062,1,2,Y,6,3,2002,1,0,5702,-76.95590551,38.8755002,SE,169000,20019,7
49063,2,1,Y,8,3,2010,1,0,2842,-76.97597553,38.87176486,SE,247500,20020,8
49064,2,0,N,5,2,2014,1,0,2726,-76.9757223,38.87159239,SE,208000,20020,8
49065,1,0,N,6,2,2015,1,0,2007,-76.9756799,38.87156301,SE,171000,20020,8
49066,2,1,Y,7,3,2015,1,0,1530,-76.97547498,38.87132992,SE,285000,20020,8
49067,1,1,N,6,3,1997,1,0,1530,-76.97563622,38.87125149,SE,80800,20020,8
49068,1,0,N,6,3,1992,1,0,1437,-76.97586107,38.8711701,SE,65000,20020,8
49069,1,0,Y,6,3,2017,1,0,1467,-76.97595225,38.87109247,SE,280000,20020,8
49070,2,0,N,7,4,2000,1,0,1708,-76.97606209,38.87103754,SE,87000,20020,8
49071,1,1,N,6,3,2016,1,0,2625,-76.97708308,38.87136962,SE,304000,20020,8
49072,1,0,N,6,3,2003,1,0,2625,-76.97708305,38.87147276,SE,179000,20020,8
49073,1,0,N,6,3,2017,1,0,2273,-76.97709244,38.87163438,SE,257000,20020,8
49074,2,0,N,6,3,2009,1,0,1741,-76.98200426,38.86847437,SE,74300,20020,8
49075,3,1,Y,9,4,2018,1,0,1741,-76.98200413,38.86852238,SE,540000,20020,8
49076,1,0,N,6,3,2008,1,0,1741,-76.98200331,38.86856995,SE,254996,20020,8
49077,2,0,N,4,2,2016,2,0,2171,-76.96034435,38.88536264,SE,90000,20019,7
49078,2,0,N,8,4,2004,2,0,1943,-76.96044843,38.88536295,SE,160000,20019,7
49079,1,1,Y,8,3,2013,1,0,1910,-76.96050341,38.88536063,SE,145000,20019,7
49080,2,0,N,8,2,2005,2,0,2054,-76.96058259,38.88535354,SE,214136,20019,7
49081,1,0,N,7,3,1992,1,0,3860,-76.96002172,38.88540767,SE,88500,20019,7
49082,2,0,Y,9,4,2012,2,0,2665,-76.94328989,38.88222249,SE,186000,20019,7
49083,2,1,Y,7,4,2017,2,0,3617,-76.94297641,38.88249818,SE,365000,20019,7
49084,2,0,N,9,4,1993,2,0,3814,-76.94349652,38.88209503,SE,66500,20019,7
49085,2,0,Y,7,3,2012,1,0,3325,-76.94319345,38.88435951,SE,205000,20019,7
49086,1,0,N,7,3,1999,1,0,3325,-76.94333121,38.88461325,SE,250,20019,7
49087,3,0,Y,8,3,2016,1,0,3672,-76.94339681,38.88473399,SE,390000,20019,7
49088,1,0,Y,7,3,2008,1,0,3722,-76.94229545,38.88425664,SE,238000,20019,7
49089,1,0,Y,6,3,2014,1,0,3722,-76.9422334,38.88417139,SE,195344,20019,7
49090,2,0,Y,6,3,2014,1,0,3722,-76.94219182,38.88413335,SE,111000,20019,7
49091,1,0,Y,7,3,1992,1,0,3667,-76.94214571,38.88399532,SE,95000,20019,7
49092,1,1,N,6,2,1992,1,0,1678,-76.94225515,38.88306796,SE,74476,20019,7
49093,2,0,N,6,3,2002,1,0,2213,-76.94231892,38.88303034,SE,96000,20019,7
49094,1,0,N,6,3,1996,1,0,2577,-76.9423705,38.88295406,SE,80000,20019,7
49095,1,0,Y,6,3,2015,1,0,2556,-76.94246358,38.88286565,SE,150000,20019,7
49096,2,0,Y,6,2,2012,1,0,2133,-76.94259031,38.8830675,SE,189500,20019,7
49097,2,0,Y,6,2,2014,1,0,2728,-76.94261326,38.88319038,SE,155000,20019,7
49098,1,0,N,5,2,2001,1,0,3900,-76.95894174,38.88302043,SE,65000,20019,7
49099,1,0,N,5,1,2001,1,0,2998,-76.95845289,38.88350113,SE,34000,20019,7
49100,1,0,N,5,3,2011,1,0,3900,-76.95959131,38.88302678,SE,160000,20019,7
49101,2,0,Y,6,3,2004,1,1,3787,-76.9578968,38.88347804,SE,236900,20019,7
49102,1,0,N,6,6,2017,1,0,3900,-76.96001832,38.88303405,SE,278077,20019,7
49103,2,2,Y,8,3,2012,2,2,2438,-76.96020421,38.88348336,SE,236000,20019,7
49104,1,1,Y,8,3,2017,1,0,5850,-76.96027809,38.88348356,SE,236000,20019,7
49105,1,0,N,5,2,2002,1,0,3900,-76.96015766,38.88304085,SE,75000,20019,7
49106,1,0,N,6,2,1998,1,0,3900,-76.96030116,38.88303108,SE,75000,20019,7
49107,2,0,Y,7,5,2012,1,0,2875,-76.94879183,38.86537563,SE,287500,20020,7
49108,1,1,Y,7,3,2005,1,1,4804,-76.94794344,38.86503537,SE,300000,20020,7
49109,1,1,N,7,3,2011,1,1,4804,-76.94781236,38.86497982,SE,245000,20020,7
49110,2,0,Y,7,4,2003,1,1,4804,-76.94742174,38.86482353,SE,220000,20020,7
49111,2,0,Y,6,3,2007,1,0,5236,-76.95492345,38.87508255,SE,160000,20019,7
49112,1,1,Y,6,3,2015,1,0,5040,-76.95474037,38.87502015,SE,231000,20019,7
49113,2,0,Y,6,3,2011,1,0,5637,-76.95488007,38.87479895,SE,334000,20019,7
49114,2,1,Y,6,3,2012,1,0,5040,-76.95531232,38.87482596,SE,330000,20019,7
49115,2,1,Y,5,2,2015,1,1,7500,-76.95679582,38.87501543,SE,350000,20019,7
49116,2,1,Y,7,3,2013,1,0,3651,-76.95269651,38.88900639,SE,267500,20019,7
49117,3,1,Y,7,4,2016,1,0,5485,-76.95248257,38.88883857,SE,409000,20019,7
49118,3,1,Y,9,4,2002,1,0,3787,-76.95269985,38.88865831,SE,150000,20019,7
49119,2,1,Y,8,3,2001,1,0,3890,-76.95281967,38.88856413,SE,159550,20019,7
49120,3,1,Y,8,4,2002,1,0,4099,-76.95292738,38.88848742,SE,161350,20019,7
49121,2,1,Y,8,3,2009,1,0,4582,-76.95319654,38.88827772,SE,300000,20019,7
49122,2,1,Y,8,3,2001,1,0,4309,-76.95331602,38.88816904,SE,150000,20019,7
49123,2,1,Y,7,3,2002,1,0,4179,-76.95340495,38.88807323,SE,156592,20019,7
49124,2,1,Y,9,3,2017,1,0,4337,-76.95351197,38.88869809,SE,333000,20019,7
49125,2,1,Y,8,4,2016,1,0,3871,-76.95346454,38.88878734,SE,380000,20019,7
49126,2,1,Y,8,3,2002,1,1,4436,-76.95212952,38.88918344,SE,178470,20019,7
49127,2,1,Y,9,3,2002,1,1,3708,-76.95220865,38.88926194,SE,178000,20019,7
49128,2,1,Y,9,4,2002,1,0,10244,-76.95242555,38.88948165,SE,181160,20019,7
49129,2,1,Y,8,3,2002,1,1,7106,-76.95183525,38.88952429,SE,165810,20019,7
49130,2,2,Y,8,4,2007,1,1,4185,-76.95190943,38.88942694,SE,365000,20019,7
49131,1,0,Y,6,3,1992,1,0,4152,-76.95773211,38.88851367,SE,88000,20019,7
49132,1,1,Y,6,3,2017,1,0,1525,-76.95773197,38.88836431,SE,309000,20019,7
49133,2,0,N,4,2,2011,1,0,4075,-76.92871386,38.87917039,SE,103000,20019,7
49134,1,1,Y,6,3,2012,1,0,4914,-76.9301829,38.87967115,SE,230000,20019,7
49135,2,0,N,6,2,2016,1,0,4914,-76.93031346,38.87969519,SE,270000,20019,7
49136,2,1,N,8,3,2017,1,0,4914,-76.93045566,38.87971266,SE,300000,20019,7
49137,2,0,Y,5,2,2013,1,0,4914,-76.93059421,38.8796877,SE,100000,20019,7
49138,3,1,Y,8,4,2017,1,0,2939,-76.9287725,38.87953995,SE,393000,20019,7
49139,2,0,N,7,3,2004,1,0,2948,-76.92886748,38.87952478,SE,79900,20019,7
49140,3,0,Y,9,5,1999,1,0,2948,-76.92895851,38.87954159,SE,56000,20019,7
49141,1,0,Y,6,2,1997,1,1,1907,-76.94180363,38.88527605,SE,67000,20019,7
49142,1,0,Y,6,2,2018,1,0,1949,-76.94183988,38.88520238,SE,303500,20019,7
49143,2,1,Y,6,3,2012,1,0,1855,-76.94184038,38.88515644,SE,225000,20019,7
49144,1,0,N,6,2,2009,1,1,1761,-76.94187213,38.88508205,SE,130000,20019,7
49145,3,0,Y,6,2,2000,1,0,2794,-76.94105672,38.88503534,SE,92000,20019,7
49146,2,0,Y,6,2,2006,1,0,1640,-76.9414496,38.88508166,SE,250000,20019,7
